URL,Title,Description,Author,Published Date,competition is open to high school students (Criterion),competition is open to high school students (Reasoning),"competition is academic (e.g., stem, humanities) or extracurricular (e.g., arts, sports, debate, etc.) (Criterion)","competition is academic (e.g., stem, humanities) or extracurricular (e.g., arts, sports, debate, etc.) (Reasoning)",is from the official competition website (and is not a list of multiple competitions) (Criterion),is from the official competition website (and is not a list of multiple competitions) (Reasoning),Is a Team Competition (Result),Is a Team Competition (Reasoning)
https://fivehacks.devpost.com,FiveHacks Hackathon,"$18,110 in prizes; open to high school students and above; focuses on healthcare, education access, climate change, food insecurity, or inequity solutions.",,,Yes,"The provided content for FiveHacks clearly states: ""This hackathon is for all students, high school and above, of all skill sets."" This explicitly indicates that high school students are eligible to participate in the competition.",Yes,"The FiveHacks competition is centered around creating applications that address pressing societal issues such as healthcare, education access, climate change, food insecurity, or inequity. This focus indicates a strong emphasis on problem-solving and innovation, which aligns with academic fields, particularly in STEM (Science, Technology, Engineering, and Mathematics). Additionally, the competition is categorized as a hackathon, which is typically considered an extracurricular activity that promotes creativity and collaboration outside of traditional academic settings. 

The judging criteria for the competition include UI/UX, technical sophistication, and creativity, which further supports the notion that participants are evaluated on their technical skills and creative problem-solving abilities. This combination of academic and extracurricular elements indicates that the competition satisfies the criterion of being either academic or extracurricular. 

Therefore, the FiveHacks competition qualifies under the definitions provided in the criterion.",Yes,"The provided Competition listing for ""FiveHacks"" (https://fivehacks.devpost.com) satisfies the criterion. The page is entirely dedicated to a single competition, ""FiveHacks"", providing detailed information such as its description, timeline (Jul 22 – 31, 2022), prize money ($18,110), participant count (113), themes, requirements, submission guidelines, sponsors, judges, and judging criteria. There is no evidence of this page listing or summarizing multiple competitions; it is clearly focused on one specific event. Although hosted on Devpost, a third-party platform, the page functions as the official online presence for FiveHacks. This is supported by the fact that a web search for ""FiveHacks hackathon official website"" primarily returns this Devpost URL, and no independent website for FiveHacks was found. The page also includes official contact information (""Email the hackathon manager"") and specific branding for FiveHacks, further indicating its official capacity for this particular competition.",Yes,"The competition description mentions participants can join the Discord server to build their team, which indicates that team formation is part of the competition. Although it does not explicitly state that teams are mandatory, the encouragement to build teams implies that it is a team competition or at least allows teams. Therefore, the best conclusion is that this is a team competition."
https://mdhumanities.org/programs/maryland-history-day/frequently-asked-questions,Maryland History Day FAQs,"Year-long academic competition for high school students conducting original historical research; engages over 31,000 participants annually.",,2024-04-28T00:00:00.000Z,Yes,"The Maryland History Day competition is explicitly open to high school students as it includes a Senior Division for students in grades 9-12. This is stated clearly on the Maryland Humanities website, which outlines the divisions based on school grade: ""Junior Division – grades 6-8; Senior Division – grades 9-12."" Additionally, the competition engages over 31,000 middle and high school students annually, indicating that high school students are a significant part of the participant demographic. Therefore, the criterion that the competition is open to high school students is satisfied.",Yes,"The Maryland History Day competition is an academic program that engages middle and high school students in conducting original research on historical topics. This aligns with the criterion for academic competitions, which focus on school subjects such as history. The FAQ states that students participate in a year-long research project, and the judges for the competition are local historians and museum professionals, indicating a strong academic emphasis. Therefore, the competition clearly satisfies the criterion for being an academic competition.",Yes,"The Maryland Humanities FAQ page is dedicated to the Maryland History Day competition, which is confirmed by the detailed information provided about the competition, including rules, registration, eligibility, and schedule. The page outlines specific dates for the competition, such as the registration deadline on April 3, 2024, and the contest date on May 4, 2024. It also mentions the theme for the competition and provides contact information for the program officers, indicating that it is run by the official organizing body, Maryland Humanities. 

Additionally, the Maryland Humanities organization is a recognized nonprofit that has been involved with Maryland History Day since 1999, as stated on their official website. The page does not list multiple competitions or provide a general overview of various events, which aligns with the criterion that it must focus on a single competition. Therefore, the page satisfies the criterion of being from the official competition website and dedicated to a single competition.",Yes,"The Maryland History Day FAQ explicitly mentions group projects and states that for group projects, at least one member must be present at the contest for the project to be eligible. This clearly indicates that the competition allows and involves team participation, making it a team competition."
https://nhd.org/en/test-page,National History Day Competition,"Open to high school students (grades 9-12); participants present historical arguments and research, with structured guidelines for topic selection and project documentation.",,2023-02-17T00:00:00.000Z,Yes,"The National History Day competition explicitly states that there are two entry divisions: Junior (grades 6–8) and Senior (grades 9–12). This clearly indicates that the competition is open to students in grades 9-12, which corresponds to high school students in the U.S. Therefore, the criterion that the competition is open to high school students is satisfied. The information is directly stated in the content of the competition listing.",Yes,"The National History Day (NHD) competition, as described on the provided ""Test Page"", is an academic competition. The content explicitly states that an NHD project involves ""presenting your historical argument, research, and interpretation of your topic’s significance in history."" The competition guides participants through choosing a historical topic, conducting research using primary and secondary sources, developing a historical argument, and writing a process paper and annotated bibliography. These activities are directly aligned with academic learning and skill development in the field of history, which is a core school subject within the humanities. The criterion defines academic competitions as those ""centered on school subjects such as science, math, engineering, technology, history, literature, social studies, economics, or philosophy."" Therefore, NHD clearly fits the definition of an academic competition.",Yes,"The provided Competition listing is titled ""Test Page - National History Day"" and its URL is https://nhd.org/en/test-page. The content of the page is entirely dedicated to describing the ""National History Day® (NHD)"" project. It provides detailed information about the competition, including entry divisions, rules, themes, topic selection, research guidelines (primary/secondary sources, interviews), historical argument development, required documents (process paper, annotated bibliography), and resources for participants. The page consistently refers to ""National History Day"" as a singular competition and does not list, compare, or aggregate information about multiple competitions. The domain ""nhd.org"" and the official branding ""National History Day® (NHD)"" throughout the page strongly indicate that this is the official website of the competition's organizing body. There is no evidence to suggest it is a third-party aggregator or an education blog. Therefore, the page is from the official competition website and is not a list of multiple competitions.",Yes,"The content explicitly states that National History Day projects can be created individually or as part of a group, indicating that the competition allows team participation. Therefore, it qualifies as a team competition."
https://geekexpress.com/competitions/WAICY-2024,WAICY 2024 - Beirut AI Competition,"Engage with 3200+ peers in crafting AI solutions for climate change, healthcare, and education; registration opens May 13, 2024, with finals in December 2024.",,,Yes,"The WAICY 2024 competition is open to students aged 8-17, as stated in the competition listing. This age range includes high school students, typically defined as those aged 14-18. While the listing does not explicitly mention 'high school students,' the inclusion of ages 14-17 indicates that high school students are eligible to participate. Therefore, the competition satisfies the criterion of being open to high school students, as it encompasses the relevant age range for high school participation.",Yes,"The WAICY 2024 competition is described as a global annual AI competition that fosters young students' creativity in addressing real-world issues through AI solutions. It specifically invites students from schools and STEM academies to create their own AI models, which indicates a strong focus on academic subjects, particularly in the fields of science and technology. The competition's goals include increasing youth participation in AI discourse and understanding AI's impact, which aligns with academic learning objectives. Additionally, the competition emphasizes innovative challenges and expert mentorship, further supporting its academic nature. Given that it is centered around STEM education and involves students developing technical skills, it clearly fits the definition of an academic competition. Therefore, the WAICY 2024 competition satisfies the criterion of being academic.",Yes,"The Competition listing page from Geek Express (https://www.geekexpress.com/competitions/WAICY-2024) is titled ""WAICY 2024 - Beirut - Geek Express"" and provides detailed information specifically about this single competition, including its timeline, age group, and project requirements. It does not list multiple competitions or act as an aggregator.

The page states, ""In partnership with WAICY, Geek Express is launching the biggest AI competition in Lebanon!"" This indicates that Geek Express is acting as a regional organizer or sponsor for WAICY in Lebanon. The criterion asks to ""Confirm that the page is run by the competition's organizing body (e.g., national or regional organization, university, or sponsor), not a third-party aggregator or education blog."" Geek Express fits the description of a regional organization/sponsor.

While a search for ""WAICY official website organizers"" led to https://www.waicy.org as the official WAICY website, and a subsequent crawl of https://www.waicy.org/contact-country-organizer did not explicitly list Lebanon or Geek Express as a country organizer, this does not definitively negate the stated partnership. The WAICY website does have sections for becoming a country organizer, implying a decentralized model where regional partners exist. The Geek Express page is clearly dedicated to a single, specific WAICY event in Beirut and provides all relevant details for it, aligning with the guidelines for an official competition website for a regional event.",Yes,"The WAICY 2024 competition allows participation as a team. According to the WAICY 2024 Guidebook, the competition is for teams with 1-5 members under the age of 18. Additionally, the official WAICY website states that participants can join individually or with a team, and it is recommended to find a team of like-minded AI enthusiasts. Therefore, WAICY 2024 is indeed a team competition."
https://nhdca.org,National History Day California (NHD-CA),"Students in grades 4-12 conduct historical research and create projects, enhancing analytical skills through inquiry-based learning.",,,Yes,"The provided `canonical_page` content for National History Day California (NHD-CA) states: ""National History Day in California is a co-curricular program for students in grades 4 - 12 in all educational settings."" This explicitly includes students in grades 9-12, which corresponds to high school students. Therefore, the competition is open to high school students.",Yes,"The National History Day California (NHD-CA) competition is described as a program where ""Students engage in historical inquiry and analysis on a topic of their choice and use this research to create their history day project."" The website further states that ""History Day projects require students to use research, analysis, and historical thinking skills."" These activities are directly related to the academic subject of history and the humanities. The criterion defines academic competitions as those centered on school subjects such as ""history, literature, social studies, economics, or philosophy."" Given the explicit focus on historical inquiry, analysis, and research, NHD-CA clearly falls under the definition of an academic competition.",Yes,"The National History Day California (NHD-CA) listing is dedicated to a single competition, as indicated by its title and content. The page provides detailed information about the program, which is specifically for students in grades 4-12, focusing on historical inquiry and project creation. It includes sections for teachers and students, suggesting dedicated resources for participants, which is typical for a single competition. Additionally, the page features news updates about champions and events specific to NHD-CA, confirming its focus on this particular competition. The organizing body is the Sacramento County Office of Education, which is a legitimate entity for this competition. There are no indications that this page is a list of multiple competitions or an aggregator site. Therefore, the listing satisfies the criterion of being from an official competition website.",Yes,"The search results from the official National History Day California (NHD-CA) sources indicate that group entries or team participation is allowed and recognized in the competition. The 2025 Contest Guide and rule documents specify that all members of a group entry must register and pay, and that team members must work together on the research for their project. This confirms that NHD-CA is a team competition option."
https://regeneron.com/responsibility/stem-ecosystem-support/isef,Regeneron International Science and Engineering Fair,"World's largest high school STEM competition; over 5,000 students from 64 countries; nearly $22M awarded since 2019, with an additional $34M commitment over five years.",,,Yes,"The Regeneron International Science and Engineering Fair (ISEF) is explicitly open to high school students. According to the information from the Society for Science, students in grades 9-12 or equivalent must compete in a Regeneron ISEF affiliated science fair and win the right to attend Regeneron ISEF. This is confirmed by multiple sources, including the Aralia Education guide, which states, ""Students in grades 9-12 or equivalent who have not reached age 20 on or before May 1 preceding ISEF"" are eligible to participate. Therefore, the competition clearly meets the criterion of being open to high school students.",Yes,"The Regeneron International Science and Engineering Fair (ISEF) is explicitly described as the world's largest high school STEM competition, focusing on science, technology, engineering, and mathematics (STEM). This aligns directly with the criterion for academic competitions, which include subjects such as science and engineering. The competition encourages high school students to showcase their research, which is a clear indicator of academic engagement. Furthermore, the distribution of nearly $22 million in awards, prizes, and scholarships to top young scientists underscores its academic nature, as it rewards significant academic achievement and innovation. The overall goal of the competition is to support students in their academic pursuits and future innovations, further solidifying its classification as an academic competition. Therefore, the Regeneron ISEF satisfies the criterion for being an academic competition.",Yes,"The Regeneron International Science and Engineering Fair (ISEF) is indeed dedicated to a single competition, as evidenced by the information on its official page. The page states that it is ""the world's largest high school STEM competition"" and is sponsored by Regeneron, indicating a clear focus on this specific event. Additionally, it mentions that the ISEF is a program of the Society for Science, confirming that it is run by an official organizing body. The page discusses the sponsorship, the number of students involved, and the total amount of awards distributed, which are all specific to this competition. Furthermore, the page does not present a list of multiple competitions or summarize several events, adhering to the criterion's requirements. Therefore, it satisfies the criterion of being from an official competition website and not a list of multiple competitions.",Yes,"The Regeneron International Science and Engineering Fair (ISEF) allows team projects with a maximum of three members. Team projects compete and are judged in their research category, and all team members must meet eligibility requirements. This confirms that the competition supports team participation."
https://ny-ncrc.nhd.org/App?f=c540f42f-3cff-46f2-9989-ac40dbd3e92f,North Country History Day 2021 Contest,"Open to grades 6-12; students can submit projects in various formats by March 20, 2021, with no registration fee.",,2021-03-20T00:00:00.000Z,Yes,"The North Country Regional Contest is explicitly stated to engage students from 6th to 12th grade. This clearly includes high school students, as grades 9-12 correspond to the high school level in the US education system. The competition is designed for students in these grades, which means that high school students aged approximately 14-18 are eligible to participate. Therefore, the competition satisfies the criterion of being open to high school students.",Yes,"The ""North Country Regional Contest"" is described as ""North Country History Day"" and is an ""education program that engages students from 6th-12th grade in the discovery and interpretation of historical topics."" The annual theme for 2021 was ""Communication in History: The Key to Understanding."" Students research topics and express themselves through ""exhibit boards, documentaries, websites, papers, and performances.""

According to the criterion, ""Academic competitions are centered on school subjects such as science, math, engineering, technology, history, literature, social studies, economics, or philosophy."" Since this competition is focused on ""historical topics"" and ""History"" is explicitly listed as an academic subject, the competition qualifies as academic.",Yes,"The North Country Regional Contest page is dedicated to a single competition, specifically the North Country History Day 2021 Contest. The page provides detailed information about the event, including the competition date, submission close date, registration process, and the annual theme. It states that the competition is for students in grades 6-12 and outlines the creative formats in which students can express their research. The page is hosted on the official National History Day website, which indicates that it is run by the organizing body responsible for the competition. There is no indication that this page lists multiple competitions or serves as a third-party aggregator. The official branding is present, and the focus is solely on the North Country History Day event. Therefore, the listing satisfies the criterion of being from the official competition website and dedicated to a single competition.",Yes,"National History Day contests, including regional contests such as the North Country History Day, allow students to participate either individually or in groups. According to the National History Day contest rules, group projects can include two to five students. This indicates that the competition format supports team participation. Therefore, the North Country History Day 2021 Contest is a team competition as it permits group entries."
https://climatescience.org/olympiad/cso24,CSO24 - ClimateScience Olympiad,Free entry for participants under 25; 25-minute online quiz with 10 questions; score 8+ to advance to Quarter Finals; up to 3 attempts allowed.,,,Yes,"The CSO24 - ClimateScience competition is open to participants who are under 25 years old, which includes high school students typically aged 14-18. The eligibility criteria explicitly state that entrants must be at most 25 years old, which aligns with the age range of high school students. Additionally, the competition is described as being free to enter, further indicating accessibility to younger participants. Furthermore, the competition's promotional materials and past references, such as Dr. Jane Goodall's quote about empowering young people, suggest that high school students have been involved in previous iterations of the competition. Therefore, while the listing does not explicitly mention 'high school students,' the age criteria and context strongly imply that high school students are eligible to participate.",Yes,"The ClimateScience Olympiad (CSO24) is an academic competition. The competition's name itself, ""ClimateScience,"" indicates a scientific focus. The content explicitly states that the Semi-Finals focus on ""three key themes corresponding to 9 topics: Energy - Clean Energy, Sustainable Transport, industry; Development - Sustainable Development, Sustainable Economics, Circular Economy; Natural Systems - Sustainable Agriculture, Biodiversity, Water Resources."" These topics are directly related to STEM fields (Science, Technology, Engineering) and humanities (Economics, Development). The competition involves ""multiple choice questions,"" ""essay writing,"" and developing ""proposals"" to solve ""complex problems"" related to these themes, which are all academic tasks requiring research, critical thinking, and problem-solving skills. Furthermore, the finals involve presentations judged by ""world-leading scientists, innovators and policy-makers,"" and the competition is supported by academic institutions like the University of Cambridge and the University of Oxford, as well as organizations like the United Nations Climate Change. All these elements strongly indicate that the competition is academic in nature, aligning with the criterion's definition of academic competitions centered on school subjects such as science, engineering, and economics.",Yes,"The provided Competition listing page, titled ""CSO24 - ClimateScience"" with the URL `https://climatescience.org/olympiad/cso24`, clearly focuses on a single competition. The entire content of the page is dedicated to detailing the ""ClimateScience Olympiad 2024"" (CSO24), including eligibility, languages, multiple rounds (Qualifiers, Quarter Finals, Semi-Finals, Finals) with specific dates, formats, and rules for each. It also provides information on preparation, a referral program, and lists supporting organizations. The URL itself, being under the `climatescience.org` domain and specifically `/olympiad/cso24`, strongly indicates it is the official website for this particular competition. There is no evidence of the page being a list of multiple competitions, an aggregator, or an education blog. The ""Supported by"" section further reinforces its official nature by listing reputable organizations like ""United Nations Climate Change"" and ""University of Cambridge"".",Yes,"The ClimateScience Olympiad (CSO24) allows participants to compete solo or in teams of two, with teams having higher chances of advancing to the finals. This clearly indicates that it is a team competition, as team participation is explicitly supported and encouraged."
https://fic.applied-computing.org,Future Impact Challenge - Global Teen Tech Entrepreneurship Competition,"International competition for teens aged 13-19 to develop sustainable products; runs Jan 1 - May 5, 2025, with phases for registration, development, and impact pitching.",,,Yes,"The provided content explicitly states that the ""Future Impact Challenge"" is ""An International TeenTech Sustainable Entrepreneurship Competition hosted by Silicon Valley for middle and high school students aged 13 - 19."" This directly confirms that the competition is open to high school students. The age range of 13-19 also encompasses the typical high school age range (14-18).",Yes,"The ""Future Impact Challenge"" is described as a ""Global Teen Tech Entrepreneurship Competition"" and an ""International TeenTech Sustainable Entrepreneurship Competition"". The competition focuses on developing a ""sustainable, future-changing product"" and skills such as ""entrepreneurship, communication, and teamwork skills"", utilizing ""techniques and skills from leading businesses and startups, such as the LEAN Methodology."" These elements align directly with the definition of an extracurricular competition, specifically under the ""Business/entrepreneurship"" category, which includes ""business plan competitions, investment challenges."" The competition's emphasis on technology, sustainability, and entrepreneurship for middle and high school students clearly places it within the scope of extracurricular activities as defined by the criterion.",Yes,"The provided Competition listing page for ""Future Impact Challenge | Global Teen Tech Entrepreneurship Competition"" (https://www.fic.applied-computing.org) clearly satisfies the criterion of being from the official competition website and not a list of multiple competitions. 

Here's the evidence:

1.  **Dedicated to a single competition:** The title ""Future Impact Challenge | Global Teen Tech Entrepreneurship Competition"" and the URL `https://www.fic.applied-computing.org` are specific to one event. The content provides detailed information about this single competition, including its dates (Jan. 1 - May 5, 2025), target audience (middle and high school students aged 13-19), and a clear schedule with ""REGISTRATION + QUALIFICATION"" PHASE, ""DEVELOPMENT"" PHASE, and ""IMPACT PITCH"" PHASE, each with specific dates. The mention of ""FIC Junior Chapter Launches!"" indicates an expansion of this specific competition, not a new one.

2.  **Run by the competition's organizing body:** The contact email `contact@applied-computing.org` and the domain `fic.applied-computing.org` strongly suggest that the website is run by the organizing body, likely the Applied Computing Foundation (ACF), as implied by ""ACF Alumni Companies"". There is no indication that this is a third-party aggregator or blog.

3.  **Official contact information and mission statements:** The page includes a contact email (`contact@applied-computing.org`) for mentor talk proposals, which serves as official contact information. The sections like ""Sustainability + Entrepreneurship like Never Before"" and ""Building the Future"" serve as mission statements for the Future Impact Challenge.

4.  **Not a list of multiple competitions:** The page focuses exclusively on the ""Future Impact Challenge."" It does not present a list of other competitions, use titles like 'Top Competitions,' or summarize/compare several events. The ""ACF Alumni Companies"" are presented as outcomes of this competition, not other competitions.

5.  **Focus on a single competition for umbrella organizations:** While ""ACF"" is mentioned, the entire page is dedicated to the ""Future Impact Challenge"" and not a general overview or list of all events by ACF. The links to ""past-chapters"" are also within the same domain and refer to previous iterations of this specific competition.",Yes,"The content explicitly mentions developing teamwork skills and refers to participants as 'you and your team,' indicating that the competition involves teams. This direct reference supports the conclusion that the Future Impact Challenge is a team competition."
https://nhd.org/en/contest/get-started,National History Day Project Guidelines,Open to high school students (grades 9-12); focuses on presenting historical arguments through individual or group projects.,,2023-09-13T00:00:00.000Z,Yes,"The National History Day competition is explicitly stated to have two entry divisions: Junior (grades 6–8) and Senior (grades 9–12). The Senior division, which includes grades 9-12, directly corresponds to high school students in the U.S. This satisfies the criterion that the competition is open to high school students. There are no ambiguous statements or restrictions that would exclude high school students from participating. Therefore, based on the information provided, the competition does meet the criterion.",Yes,"The National History Day (NHD) competition is clearly an academic competition as it focuses on students presenting historical arguments, conducting research, and interpreting historical significance. The competition is structured around students selecting historical topics, researching them, and developing a historical argument, which aligns with the academic focus on history as a subject. The guidelines provided in the competition listing emphasize the importance of historical research and argumentation, which are key components of academic competitions. Therefore, it satisfies the criterion of being an academic competition.",Yes,"The National History Day competition listing at https://nhd.org/en/contest/get-started is dedicated to a single competition, as it provides detailed information about the National History Day event, including rules, categories, and guidelines for participation. The page is clearly affiliated with the official organizing body, National History Day, which is a nonprofit organization focused on improving history education. The content includes specific details about the competition, such as the divisions (Junior and Senior), project categories (documentary, exhibit, performance, paper, and website), and the importance of historical arguments. Additionally, the page does not present a list of multiple competitions but rather focuses solely on the National History Day event. Therefore, it meets the criterion of being from the official competition website and dedicated to a single competition.",Yes,"The National History Day competition allows projects to be created individually or as part of a group. Specifically, the documentary, exhibit, performance, and website categories offer both individual and group participation options, with groups including two to five students. This confirms that the competition supports team participation."
https://mo.nhd.org/App?f=5bdea8b0-e8b8-4675-ae44-ec26f6187f11,Missouri History Day State Contest,"In-person competition on April 27, 2024, at the University of Missouri-Columbia; $25 registration fee per student, with project submissions required for participation.",,2024-04-27T00:00:00.000Z,Yes,"The NHDMO State Contest is the Missouri state contest for National History Day (NHD). While the provided canonical page for the NHDMO State Contest does not explicitly state the eligible grade levels, a search for ""National History Day eligibility grades"" reveals that the National History Day program, of which the NHDMO State Contest is a part, has a ""Senior Division"" specifically for grades 9-12. 

According to search result 2, ""NHD projects can be created individually or as part of a group. There are two entry divisions: Junior (grades 6–8) or Senior (grades 9–12)."" Similarly, search result 10 states, ""National History Day has two divisions: the junior division (grades 6-8) and the senior division (grades 9-12)."" 

Therefore, the NHDMO State Contest, as an affiliate of National History Day, is open to high school students (grades 9-12) through its Senior Division.",Yes,"The NHDMO State Contest is explicitly referred to as the ""Missouri History Day State Contest"" and is hosted by the ""State Historical Society of Missouri"". The competition requires participants to create projects such as documentaries, papers, websites, exhibits, and performances, all centered around historical topics. These projects involve research, writing, and presentation of historical information, as evidenced by the requirements for ""Written Materials"" including process papers and annotated bibliographies. History is a core academic subject within the humanities. Therefore, the competition's primary focus is academic.",Yes,"The NHDMO State Contest page is dedicated to a single competition, the Missouri History Day state contest, as evidenced by the detailed information provided about registration, submission guidelines, and event specifics. The page is hosted by the State Historical Society of Missouri, which is the official organizing body for this event, confirming its authenticity. The content includes specific instructions for participants, judges, and contact information, which further supports that it is not a list of multiple competitions but rather a focused event. Additionally, the State Historical Society of Missouri is described as a premier research center for Missouri's cultural heritage, indicating its established role in organizing such events. Therefore, the listing satisfies the criterion of being from the official competition website and dedicated to a single competition.",Yes,"The Missouri History Day State Contest allows group projects where multiple students participate as a team. The instructions specify that only one student in a group project needs to submit the project materials, but all group members must register, indicating that it is indeed a team competition."
https://science.osti.gov/wdts/nsb,National Science Bowl® (NSB) - U.S. DOE Office of Science,"10,000 students compete in 65 regional tournaments; tests knowledge in biology, chemistry, physics, and math.",,,Yes,"The National Science Bowl (NSB) is explicitly stated to include both middle and high school students. The content mentions that teams are comprised of four students, one alternate, and a teacher, and that about 10,000 middle and high school students compete in 65 high school and 50 middle school regional tournaments. This indicates that high school students are indeed eligible to participate. Furthermore, the competition is organized by the U.S. Department of Energy, which supports educational initiatives for students in these age groups. Therefore, the competition satisfies the criterion of being open to high school students, as it includes students in grades 9-12 (ages 14-18).",Yes,"The National Science Bowl® (NSB) is described in the provided content as ""a nationwide academic competition that tests students’ knowledge in all areas of science and mathematics."" It further specifies that students are ""being tested on a range of science disciplines including biology, chemistry, Earth science, physics, energy, and math."" This directly matches the criterion's definition of an academic competition, which states they are ""centered on school subjects such as science, math, engineering, technology, history, literature, social studies, economics, or philosophy."" The competition's focus on science and mathematics clearly places it within the academic category.",Yes,"The National Science Bowl® (NSB) listing is clearly dedicated to a single competition, as evidenced by the detailed information provided about the event. The page includes specific sections such as 'NSB Rules and Resources', '2024 Regional Winners', and '2024 National Finals Competition Results', which indicate a focus on the NSB rather than multiple competitions. Additionally, the page is managed by the U.S. Department of Energy (DOE), which is the official organizing body of the NSB, confirming its authenticity. The contact information provided is also associated with the DOE, further establishing the page's official status. There are no indications that this page is a list of multiple competitions; instead, it presents a comprehensive overview of the NSB, including its history and mission to encourage students in science and mathematics. Therefore, the National Science Bowl® listing satisfies the criterion of being from an official competition website and not a list of multiple competitions.",Yes,"The provided content explicitly states that the National Science Bowl® involves middle and high school student teams comprised of four students, one alternate, and a teacher who serves as an advisor and coach. This clearly confirms that it is a team competition."
https://iypt.org/basic-facts,International Young Physicists' Tournament Overview,"Teams of secondary school students engage in a year-long scientific competition, tackling 17 open-ended physics problems and simulating real-world research processes.",,,Yes,"The provided content explicitly states that the International Young Physicists' Tournament (IYPT) is ""a scientific competition between teams of secondary school students."" This statement appears in both the snippet from the canonical page and the main content under the ""What is IYPT?"" section. The criterion guidelines clearly state that ""secondary school students"" is an acceptable equivalent term for high school students. Therefore, the competition is open to high school students.",Yes,"The International Young Physicists' Tournament (IYPT) is clearly an academic competition as it focuses on scientific inquiry and teamwork among secondary school students. The competition involves teams working on open-ended physics problems, which are rooted in the STEM (Science, Technology, Engineering, and Mathematics) field. The description emphasizes the importance of scientific research, experimentation, and the presentation of findings, which are all key components of academic learning. Additionally, the competition is structured to mimic real-world scientific research processes, further reinforcing its academic nature. Therefore, it satisfies the criterion of being an academic competition.",Yes,"The provided Competition listing, ""Basic Facts | International Young Physicists' Tournament"" (URL: https://www.iypt.org/basic-facts), satisfies the criterion. The title and URL clearly indicate that the page is dedicated to a single competition, the International Young Physicists' Tournament (IYPT), and is hosted on its official domain (iypt.org). The content provides extensive and detailed information about the IYPT, including its nature (""a scientific competition between teams of secondary school students""), its aims, the preparation process, and the precise course of the tournament (e.g., ""Physics Fights"", roles of Reporter, Opponent, Reviewer). There is no mention or listing of multiple competitions, nor does the page appear to be an aggregator or third-party blog. The mention of the IYPT being awarded a medal by the International Union of Pure and Applied Physics (IUPAP) in 2013 further supports its official and established nature. All evidence points to this being the official website for a single competition.",Yes,"The provided content explicitly states that the International Young Physicists' Tournament (IYPT) is a team-oriented competition involving teams of secondary school students. The description details the roles within a team during the competition and emphasizes teamwork throughout the preparation and tournament phases, confirming that it is a team competition."
https://turgor.ru/en/lktg,Summer Conferences of the Tournament of Towns,High school math competition for grades 8-11; focuses on research and solving challenging mathematical problems.,,2023-01-01T00:00:00.000Z,Yes,"The Summer Conferences of the Tournament of Towns is indeed open to high school students. According to the information found on the Tournament of Towns website, the competition is designed for school students in grades 8-11. This means that it includes students typically aged 14-18, which aligns with the high school age range in many educational systems. Specifically, the site states: ""The Tournament of Towns is a high school math competition held since 1980, with tasks designed for students in grades 8-11."" Therefore, the competition satisfies the criterion of being open to high school students.",Yes,"The ""Summer Conferences of the Tournament of Towns"" is described as providing ""a possibility for capable school students to start research work"" and offering ""interesting difficult problems (traditionally they are called _projects_) which often can be linked to open mathematical problems."" The process involves ""solving of such problems"" and ""the presented solutions are examined, and degree of progress is evaluated."" This clearly indicates a focus on academic subjects, specifically mathematics, and involves intellectual effort and problem-solving, aligning with the definition of an academic competition (STEM).",Yes,"The provided Competition listing, ""The Summer Conferences of the Tournament of Towns"" (https://www.turgor.ru/en/lktg), satisfies the criterion. 

1.  **Dedicated to a single competition:** The page title is ""The Summer Conferences of the Tournament of Towns,"" and the content elaborates on the nature, format, and purpose of these conferences. It specifically highlights ""The 36th Summer Conference"" for 2024 and provides a comprehensive list of past Summer Conferences. While it lists multiple instances of the conference, it is not a list of *different* competitions, but rather a historical record and current information for a single, recurring event.

2.  **Official website:** A search for ""Tournament of Towns official website"" confirms that `https://www.turgor.ru/en` is the official website for the ""International Mathematical Tournament of Towns"" (Search Result 1: ""Official website of the International Mathematical Tournament of Towns. New problems, solutions, holding dates.""). The Competition listing page is a sub-page (`/lktg`) of this confirmed official domain, indicating it is run by the competition's organizing body.

3.  **Official branding and contact information:** The website features consistent branding and a navigation menu that includes a ""Contacts"" link (`https://www.turgor.ru/en/contact/`), further supporting its authenticity as an official source.

4.  **Not a list of multiple competitions:** The page focuses exclusively on the ""Summer Conferences"" aspect of the Tournament of Towns, providing detailed information about this specific event series rather than summarizing or comparing various unrelated competitions.",No,"The Summer Conferences of the Tournament of Towns allow solutions to be made by individuals or groups, but these groups do not necessarily form fixed teams and can vary. The competition involves multiple simultaneous projects with individual or group efforts, rather than a traditional team competition format where teams compete as fixed units. Therefore, it is not considered a team competition in the traditional sense."
